set output "plot2.txt"
1750 -28.5905 -71.4372
1760 -92.8301 -44.9125
1770 15.9199 -5.99585
1780 0.242448 2.17548
1790 17.4773 -1.45816
1800 1.58657 -35.2134
1810 -40.856 -54.3065
1820 13.1083 -22.7247
1830 -158.621 -96.0866
1840 -26.3962 -67.7275
1850 12.76 12.6455
1860 -15.1371 -19.2535
1870 -15.9762 -13.2589
1880 -104.667 8.60485
1890 11.4787 -86.8585
1900 0.43174 -59.3795
1910 -73.034 -32.5075
1920 -46.874 -23.1436
1930 -26.4206 -4.85423
1940 -160.669 -37.7712
1950 14.2854 -259.355
1960 12.7901 -19.6338
1970 12.4177 13.9944
1980 -2.37563 14.796
1990 1.68673 -45.1232
2000 -59.2351 -3.7251
2010 -92.4702 -33.8602
2020 -5.13093 -15.2106
2030 5.09681 -187.34
2040 -10.22 9.26437
2050 -0.217839 -322.896
2060 -85.5586 -1.73318
2070 16.032 10.0378
2080 -115.599 -90.0274
2090 18.3483 -41.3776
2100 -132.135 14.6331
2110 -40.6837 -16.3492
2120 2.98833 -182.974
2130 13.9439 -76.4323
2140 -54.3168 -15.9457
2150 -3.78932 -26.7652
2160 -158.074 -16.3199
2170 -164.784 -127.763
2180 -47.1266 -37.7517
2190 -173.799 -27.357
2200 16.0837 11.5696
2210 14.4407 -29.7759
2220 -32.9929 -109.105
2230 16.9826 -72.2559
2240 -176.882 1.22481
2250 -0.796434 -69.1303
2260 9.34777 -93.7435
2270 -61.6636 -59.3157
2280 2.23889 -48.414
2290 15.6899 -105.214
2300 6.09153 -57.2174
2310 -23.7709 -1.54553
2320 15.26 15.4117
2330 -5.30848 -11.7096
2340 -123.213 10.9481
2350 -8.09042 -96.0808
2360 -69.1472 -81.2736
2370 -122.827 -82.5001
2380 13.4489 7.75734
2390 17.3332 -52.9645
2400 -86.5802 1.75604
2410 -13.4125 0.852843
2420 -31.457 -125.121
2430 -53.7214 -46.4656
2440 -70.9132 8.0707
2450 -71.5064 10.8567
2460 -3.13977 -11.9401
2470 15.5173 19.6036
2480 -11.5279 1.08446
2490 -32.9618 11.3571
e
set title "ns3::ThreeLogDistancePropagationLossModel (Defaults)"

set xlabel 'Distance'
set ylabel 'rxPower (dBm)'
set ylabel 'ryPower (dBm)'
set key top right
splot "-"  title "txPower 20dBm"
0 20 20
10 -45.6777 -45.6777
20 -51.3973 -51.3973
30 -54.743 -54.743
40 -57.1168 -57.1168
50 -58.9581 -58.9581
60 -60.4626 -60.4626
70 -61.7346 -61.7346
80 -62.8364 -62.8364
90 -63.8083 -63.8083
100 -64.6777 -64.6777
110 -65.4642 -65.4642
120 -66.1821 -66.1821
130 -66.8426 -66.8426
140 -67.4541 -67.4541
150 -68.0234 -68.0234
160 -68.556 -68.556
170 -69.0562 -69.0562
180 -69.5279 -69.5279
190 -69.974 -69.974
200 -70.3973 -70.3973
210 -71.2025 -71.2025
220 -71.9702 -71.9702
230 -72.7038 -72.7038
240 -73.4062 -73.4062
250 -74.0799 -74.0799
260 -74.7271 -74.7271
270 -75.35 -75.35
280 -75.9501 -75.9501
290 -76.5293 -76.5293
300 -77.0887 -77.0887
310 -77.6299 -77.6299
320 -78.1538 -78.1538
330 -78.6617 -78.6617
340 -79.1543 -79.1543
350 -79.6327 -79.6327
360 -80.0976 -80.0976
370 -80.5498 -80.5498
380 -80.9899 -80.9899
390 -81.4186 -81.4186
400 -81.8364 -81.8364
410 -82.2439 -82.2439
420 -82.6416 -82.6416
430 -83.0299 -83.0299
440 -83.4093 -83.4093
450 -83.7802 -83.7802
460 -84.1429 -84.1429
470 -84.4978 -84.4978
480 -84.8453 -84.8453
490 -85.1856 -85.1856
500 -85.519 -85.519
510 -85.8458 -85.8458
520 -86.1663 -86.1663
530 -86.4806 -86.4806
540 -86.7891 -86.7891
550 -87.0919 -87.0919
560 -87.3893 -87.3893
570 -87.6814 -87.6814
580 -87.9684 -87.9684
590 -88.2505 -88.2505
600 -88.5279 -88.5279
610 -88.8007 -88.8007
620 -89.069 -89.069
630 -89.3331 -89.3331
640 -89.593 -89.593
650 -89.8488 -89.8488
660 -90.1008 -90.1008
670 -90.349 -90.349
680 -90.5935 -90.5935
690 -90.8344 -90.8344
700 -91.0719 -91.0719
710 -91.3059 -91.3059
720 -91.5368 -91.5368
730 -91.7644 -91.7644
740 -91.9889 -91.9889
750 -92.2105 -92.2105
760 -92.429 -92.429
770 -92.6448 -92.6448
780 -92.8577 -92.8577
790 -93.068 -93.068
800 -93.2755 -93.2755
810 -93.4806 -93.4806
820 -93.6831 -93.6831
830 -93.8831 -93.8831
840 -94.0807 -94.0807
850 -94.276 -94.276
860 -94.4691 -94.4691
870 -94.6599 -94.6599
880 -94.8485 -94.8485
890 -95.035 -95.035
900 -95.2193 -95.2193
910 -95.4017 -95.4017
920 -95.5821 -95.5821
930 -95.7605 -95.7605
940 -95.937 -95.937
950 -96.1116 -96.1116
960 -96.2844 -96.2844
970 -96.4555 -96.4555
980 -96.6247 -96.6247
990 -96.7923 -96.7923
1000 -96.9581 -96.9581
1010 -97.1223 -97.1223
1020 -97.2849 -97.2849
1030 -97.4459 -97.4459
1040 -97.6054 -97.6054
1050 -97.7633 -97.7633
1060 -97.9198 -97.9198
1070 -98.0747 -98.0747
1080 -98.2282 -98.2282
1090 -98.3803 -98.3803
1100 -98.5311 -98.5311
1110 -98.6804 -98.6804
1120 -98.8284 -98.8284
1130 -98.9751 -98.9751
1140 -99.1205 -99.1205
1150 -99.2646 -99.2646
1160 -99.4075 -99.4075
1170 -99.5492 -99.5492
1180 -99.6896 -99.6896
1190 -99.8289 -99.8289
1200 -99.967 -99.967
1210 -100.104 -100.104
1220 -100.24 -100.24
1230 -100.375 -100.375
1240 -100.508 -100.508
1250 -100.641 -100.641
1260 -100.772 -100.772
1270 -100.903 -100.903
1280 -101.032 -101.032
1290 -101.161 -101.161
1300 -101.288 -101.288
1310 -101.414 -101.414
1320 -101.54 -101.54
1330 -101.664 -101.664
1340 -101.788 -101.788
1350 -101.911 -101.911
1360 -102.033 -102.033
1370 -102.154 -102.154
1380 -102.274 -102.274
1390 -102.393 -102.393
1400 -102.511 -102.511
1410 -102.628 -102.628
1420 -102.745 -102.745
1430 -102.861 -102.861
1440 -102.976 -102.976
1450 -103.09 -103.09
1460 -103.204 -103.204
1470 -103.316 -103.316
1480 -103.428 -103.428
1490 -103.539 -103.539
1500 -103.65 -103.65
1510 -103.759 -103.759
1520 -103.868 -103.868
1530 -103.976 -103.976
1540 -104.084 -104.084
1550 -104.191 -104.191
1560 -104.297 -104.297
1570 -104.402 -104.402
1580 -104.507 -104.507
1590 -104.611 -104.611
1600 -104.715 -104.715
1610 -104.818 -104.818
1620 -104.92 -104.92
1630 -105.021 -105.021
1640 -105.122 -105.122
1650 -105.223 -105.223
1660 -105.322 -105.322
1670 -105.421 -105.421
1680 -105.52 -105.52
1690 -105.618 -105.618
1700 -105.715 -105.715
1710 -105.812 -105.812
1720 -105.908 -105.908
1730 -106.004 -106.004
1740 -106.099 -106.099
1750 -106.194 -106.194
1760 -106.288 -106.288
1770 -106.381 -106.381
1780 -106.474 -106.474
1790 -106.567 -106.567
1800 -106.658 -106.658
1810 -106.75 -106.75
1820 -106.841 -106.841
1830 -106.931 -106.931
1840 -107.021 -107.021
1850 -107.111 -107.111
1860 -107.2 -107.2
1870 -107.288 -107.288
1880 -107.376 -107.376
1890 -107.464 -107.464
1900 -107.551 -107.551
1910 -107.637 -107.637
1920 -107.724 -107.724
1930 -107.809 -107.809
1940 -107.895 -107.895
1950 -107.979 -107.979
1960 -108.064 -108.064
1970 -108.148 -108.148
1980 -108.231 -108.231
1990 -108.315 -108.315
2000 -108.397 -108.397
2010 -108.48 -108.48
2020 -108.561 -108.561
2030 -108.643 -108.643
2040 -108.724 -108.724
2050 -108.805 -108.805
2060 -108.885 -108.885
2070 -108.965 -108.965
2080 -109.045 -109.045
2090 -109.124 -109.124
2100 -109.202 -109.202
2110 -109.281 -109.281
2120 -109.359 -109.359
2130 -109.437 -109.437
2140 -109.514 -109.514
2150 -109.591 -109.591
2160 -109.667 -109.667
2170 -109.744 -109.744
2180 -109.819 -109.819
2190 -109.895 -109.895
2200 -109.97 -109.97
2210 -110.045 -110.045
2220 -110.12 -110.12
2230 -110.194 -110.194
2240 -110.268 -110.268
2250 -110.341 -110.341
2260 -110.414 -110.414
2270 -110.487 -110.487
2280 -110.56 -110.56
2290 -110.632 -110.632
2300 -110.704 -110.704
2310 -110.775 -110.775
2320 -110.847 -110.847
2330 -110.918 -110.918
2340 -110.988 -110.988
2350 -111.059 -111.059
2360 -111.129 -111.129
2370 -111.199 -111.199
2380 -111.268 -111.268
2390 -111.337 -111.337
2400 -111.406 -111.406
2410 -111.475 -111.475
2420 -111.543 -111.543
2430 -111.611 -111.611
2440 -111.679 -111.679
2450 -111.746 -111.746
2460 -111.814 -111.814
2470 -111.881 -111.881
2480 -111.947 -111.947
2490 -112.014 -112.014
e
set title "ns3::ThreeLogDistancePropagationLossModel (Exponents 1.0, 3.0 and 10.0)"

set xlabel 'Distance'
set ylabel 'rxPower (dBm)'
set ylabel 'ryPower (dBm)'
set key top right
splot "-"  title "txPower 20dBm"
0 20 20
10 -36.6777 -36.6777
20 -39.688 -39.688
30 -41.4489 -41.4489
40 -42.6983 -42.6983
50 -43.6674 -43.6674
60 -44.4592 -44.4592
70 -45.1287 -45.1287
80 -45.7086 -45.7086
90 -46.2201 -46.2201
100 -46.6777 -46.6777
110 -47.0916 -47.0916
120 -47.4695 -47.4695
130 -47.8171 -47.8171
140 -48.139 -48.139
150 -48.4386 -48.4386
160 -48.7189 -48.7189
170 -48.9822 -48.9822
180 -49.2304 -49.2304
190 -49.4652 -49.4652
200 -49.688 -49.688
210 -50.3237 -50.3237
220 -50.9298 -50.9298
230 -51.5089 -51.5089
240 -52.0634 -52.0634
250 -52.5953 -52.5953
260 -53.1063 -53.1063
270 -53.598 -53.598
280 -54.0718 -54.0718
290 -54.529 -54.529
300 -54.9707 -54.9707
310 -55.398 -55.398
320 -55.8116 -55.8116
330 -56.2125 -56.2125
340 -56.6015 -56.6015
350 -56.9791 -56.9791
360 -57.3462 -57.3462
370 -57.7032 -57.7032
380 -58.0506 -58.0506
390 -58.389 -58.389
400 -58.7189 -58.7189
410 -59.0406 -59.0406
420 -59.3546 -59.3546
430 -59.6612 -59.6612
440 -59.9607 -59.9607
450 -60.2535 -60.2535
460 -60.5398 -60.5398
470 -60.82 -60.82
480 -61.0943 -61.0943
490 -61.363 -61.363
500 -61.6262 -61.6262
510 -62.4862 -62.4862
520 -63.3295 -63.3295
530 -64.1568 -64.1568
540 -64.9686 -64.9686
550 -65.7655 -65.7655
560 -66.548 -66.548
570 -67.3167 -67.3167
580 -68.072 -68.072
590 -68.8144 -68.8144
600 -69.5443 -69.5443
610 -70.2622 -70.2622
620 -70.9684 -70.9684
630 -71.6633 -71.6633
640 -72.3472 -72.3472
650 -73.0205 -73.0205
660 -73.6836 -73.6836
670 -74.3367 -74.3367
680 -74.9801 -74.9801
690 -75.6141 -75.6141
700 -76.239 -76.239
710 -76.855 -76.855
720 -77.4624 -77.4624
730 -78.0615 -78.0615
740 -78.6524 -78.6524
750 -79.2353 -79.2353
760 -79.8106 -79.8106
770 -80.3783 -80.3783
780 -80.9387 -80.9387
790 -81.4919 -81.4919
800 -82.0382 -82.0382
810 -82.5777 -82.5777
820 -83.1106 -83.1106
830 -83.637 -83.637
840 -84.1571 -84.1571
850 -84.6711 -84.6711
860 -85.179 -85.179
870 -85.6811 -85.6811
880 -86.1775 -86.1775
890 -86.6682 -86.6682
900 -87.1535 -87.1535
910 -87.6333 -87.6333
920 -88.108 -88.108
930 -88.5775 -88.5775
940 -89.042 -89.042
950 -89.5016 -89.5016
960 -89.9563 -89.9563
970 -90.4064 -90.4064
980 -90.8518 -90.8518
990 -91.2927 -91.2927
1000 -91.7292 -91.7292
1010 -92.1613 -92.1613
1020 -92.5892 -92.5892
1030 -93.0129 -93.0129
1040 -93.4325 -93.4325
1050 -93.8481 -93.8481
1060 -94.2598 -94.2598
1070 -94.6676 -94.6676
1080 -95.0716 -95.0716
1090 -95.4718 -95.4718
1100 -95.8685 -95.8685
1110 -96.2615 -96.2615
1120 -96.651 -96.651
1130 -97.037 -97.037
1140 -97.4197 -97.4197
1150 -97.799 -97.799
1160 -98.175 -98.175
1170 -98.5478 -98.5478
1180 -98.9174 -98.9174
1190 -99.2839 -99.2839
1200 -99.6473 -99.6473
1210 -100.008 -100.008
1220 -100.365 -100.365
1230 -100.72 -100.72
1240 -101.071 -101.071
1250 -101.42 -101.42
1260 -101.766 -101.766
1270 -102.11 -102.11
1280 -102.45 -102.45
1290 -102.788 -102.788
1300 -103.124 -103.124
1310 -103.456 -103.456
1320 -103.787 -103.787
1330 -104.114 -104.114
1340 -104.44 -104.44
1350 -104.763 -104.763
1360 -105.083 -105.083
1370 -105.401 -105.401
1380 -105.717 -105.717
1390 -106.031 -106.031
1400 -106.342 -106.342
1410 -106.651 -106.651
1420 -106.958 -106.958
1430 -107.263 -107.263
1440 -107.565 -107.565
1450 -107.866 -107.866
1460 -108.164 -108.164
1470 -108.461 -108.461
1480 -108.755 -108.755
1490 -109.048 -109.048
1500 -109.338 -109.338
1510 -109.627 -109.627
1520 -109.914 -109.914
1530 -110.198 -110.198
1540 -110.481 -110.481
1550 -110.762 -110.762
1560 -111.042 -111.042
1570 -111.319 -111.319
1580 -111.595 -111.595
1590 -111.869 -111.869
1600 -112.141 -112.141
1610 -112.412 -112.412
1620 -112.681 -112.681
1630 -112.948 -112.948
1640 -113.214 -113.214
1650 -113.478 -113.478
1660 -113.74 -113.74
1670 -114.001 -114.001
1680 -114.26 -114.26
1690 -114.518 -114.518
1700 -114.774 -114.774
1710 -115.029 -115.029
1720 -115.282 -115.282
1730 -115.534 -115.534
1740 -115.784 -115.784
1750 -116.033 -116.033
1760 -116.28 -116.28
1770 -116.527 -116.527
1780 -116.771 -116.771
1790 -117.015 -117.015
1800 -117.256 -117.256
1810 -117.497 -117.497
1820 -117.736 -117.736
1830 -117.974 -117.974
1840 -118.211 -118.211
1850 -118.446 -118.446
1860 -118.68 -118.68
1870 -118.913 -118.913
1880 -119.145 -119.145
1890 -119.375 -119.375
1900 -119.605 -119.605
1910 -119.833 -119.833
1920 -120.059 -120.059
1930 -120.285 -120.285
1940 -120.509 -120.509
1950 -120.733 -120.733
1960 -120.955 -120.955
1970 -121.176 -121.176
1980 -121.396 -121.396
1990 -121.615 -121.615
2000 -121.832 -121.832
2010 -122.049 -122.049
2020 -122.264 -122.264
2030 -122.479 -122.479
2040 -122.692 -122.692
2050 -122.905 -122.905
2060 -123.116 -123.116
2070 -123.326 -123.326
2080 -123.536 -123.536
2090 -123.744 -123.744
2100 -123.951 -123.951
2110 -124.157 -124.157
2120 -124.363 -124.363
2130 -124.567 -124.567
2140 -124.771 -124.771
2150 -124.973 -124.973
2160 -125.175 -125.175
2170 -125.375 -125.375
2180 -125.575 -125.575
2190 -125.774 -125.774
2200 -125.971 -125.971
2210 -126.168 -126.168
2220 -126.364 -126.364
2230 -126.56 -126.56
2240 -126.754 -126.754
2250 -126.947 -126.947
2260 -127.14 -127.14
2270 -127.332 -127.332
2280 -127.523 -127.523
2290 -127.713 -127.713
2300 -127.902 -127.902
2310 -128.09 -128.09
2320 -128.278 -128.278
2330 -128.465 -128.465
2340 -128.651 -128.651
2350 -128.836 -128.836
2360 -129.02 -129.02
2370 -129.204 -129.204
2380 -129.387 -129.387
2390 -129.569 -129.569
2400 -129.75 -129.75
2410 -129.931 -129.931
2420 -130.111 -130.111
2430 -130.29 -130.29
2440 -130.468 -130.468
2450 -130.646 -130.646
2460 -130.823 -130.823
2470 -130.999 -130.999
2480 -131.174 -131.174
2490 -131.349 -131.349
e
