set output "plot4.txt"

set xlabel 'Time (s)'
set ylabel 'rxPower (dBm)'
set key center right
splot "-"  title "txPower 20dBm", -94.0 title "-94 dBm CSThreshold"
0.967 10.8865 21.7845
0.968 21.8118 8.78145
0.969 20.5231 18.0376
0.97 13.9513 15.3609
0.971 16.9735 17.1174
0.972 19.2344 14.3018
0.973 16.492 19.6481
0.974 22.372 27.8841
0.975 25.4856 18.3542
0.976 15.4794 6.45732
0.977 22.062 15.5511
0.978 24.0302 15.7429
0.979 15.2802 20.0265
0.98 14.8742 21.7833
0.981 20.8302 2.30842
0.982 8.69271 17.6741
0.983 16.6128 22.5666
0.984 22.4995 24.8683
0.985 17.7413 18.3714
0.986 15.6354 9.247
0.987 14.6284 19.9256
0.988 24.1177 7.01812
0.989 12.1133 16.261
0.99 18.661 22.5456
0.991 22.5783 16.6724
0.992 17.182 19.6298
0.993 21.2922 20.0443
0.994 18.8648 19.4384
0.995 20.2711 12.2154
0.996 22.8 18.212
0.997 19.4208 -6.76602
0.998 17.2433 18.5481
0.999 12.588 20.0764
e

set xlabel 'Time (s)'
set ylabel 'rxPower (dBm)'
set key center right
splot "-"  title "txPower 20dBm", -94.0 title "-94 dBm CSThreshold"
0 19.2415 10.7808
9.9999e-05 17.3784 12.4841
0.000199998 14.6522 13.5928
0.000299997 10.4345 14.1738
0.000399996 2.38508 14.2722
0.000499995 -1.59257 13.8894
0.000599994 7.72949 12.9711
0.000699993 11.671 11.3745
0.000799992 13.8411 8.76575
0.000899991 15.0842 4.23532
0.00099999 15.7175 -4.90231
0.00109999 15.887 1.10251
0.00119999 15.6617 7.49289
0.00129999 15.0695 11.0051
0.00139999 14.1203 13.2002
0.00149998 12.8457 14.5821
0.00159998 11.4131 15.3598
0.00169998 10.3578 15.632
0.00179998 10.4793 15.4589
0.00189998 11.7604 14.9228
0.00199998 13.3794 14.2418
0.00209998 14.7869 13.9291
0.00219998 15.8027 14.597
0.00229998 16.3848 16.1816
0.00239998 16.5204 18.0552
0.00249997 16.1952 19.7771
0.00259997 15.4015 21.1893
0.00269997 14.2112 22.2582
0.00279997 13.0327 22.9856
0.00289997 12.914 23.3756
0.00299997 14.4268 23.423
0.00309997 16.618 23.1074
0.00319997 18.6481 22.385
0.00329997 20.2791 21.1758
0.00339997 21.4985 19.337
0.00349996 22.3402 16.6251
0.00359996 22.8392 12.8422
0.00369996 23.0233 10.4061
0.00379996 22.9165 13.6146
0.00389996 22.5446 17.2538
0.00399996 21.948 19.8168
0.00409996 21.2 21.5657
0.00419996 20.4291 22.7272
0.00429996 19.8174 23.4347
0.00439996 19.5258 23.767
0.00449995 19.5706 23.7727
0.00459995 19.8032 23.4832
0.00469995 20.0217 22.9212
0.00479995 20.0632 22.1071
0.00489995 19.8155 21.0663
0.00499995 19.1905 19.8375
0.00509995 18.0909 18.483
0.00519995 16.369 17.0932
0.00529995 13.7587 15.778
0.00539995 9.78926 14.6401
0.00549995 5.25077 13.7637
0.00559994 7.95058 13.2506
0.00569994 12.3955 13.2499
0.00579994 15.3623 13.8538
0.00589994 17.3298 14.9407
0.00599994 18.6423 16.234
0.00609994 19.4889 17.4869
0.00619994 19.9838 18.555
0.00629994 20.2048 19.3711
0.00639994 20.2117 19.9085
0.00649994 20.0556 20.1588
0.00659993 19.7828 20.1226
0.00669993 19.4359 19.81
0.00679993 19.0531 19.2511
0.00689993 18.6676 18.5225
0.00699993 18.3075 17.7888
0.00709993 17.9989 17.3171
0.00719993 17.7672 17.3506
0.00729993 17.6346 17.8799
0.00739993 17.6116 18.6498
0.00749993 17.6874 19.3882
0.00759992 17.826 19.9232
0.00769992 17.9728 20.1631
0.00779992 18.0658 20.05
0.00789992 18.0453 19.525
0.00799992 17.8572 18.4984
0.00809992 17.4515 16.8037
0.00819992 16.7772 14.0785
0.00829992 15.7757 9.28731
0.00839992 14.3741 -3.85936
0.00849992 12.4898 5.15989
0.00859991 10.115 12.2108
0.00869991 7.81134 15.755
0.00879991 7.53115 17.893
0.00889991 9.63169 19.1871
0.00899991 12.0812 19.8528
0.00909991 14.1003 19.9729
0.00919991 15.6615 19.5527
0.00929991 16.8552 18.5246
0.00939991 17.7653 16.708
0.0094999 18.4571 13.6653
0.0095999 18.981 8.17136
0.0096999 19.3756 2.00502
0.0097999 19.6706 10.226
0.0098999 19.8875 15.1035
0.0099999 20.0401 17.9954
0.0100999 20.1352 19.8303
0.0101999 20.173 20.9612
0.0102999 20.1483 21.5461
0.0103999 20.0513 21.6564
0.0104999 19.8687 21.3139
0.0105999 19.584 20.5015
0.0106999 19.1778 19.1609
0.0107999 18.6274 17.1753
0.0108999 17.9058 14.3409
0.0109999 16.9796 10.4267
0.0110999 15.8065 6.614
0.0111999 14.332 7.6959
0.0112999 12.4885 10.4507
0.0113999 10.2145 12.0244
0.0114999 7.5799 12.3643
0.0115999 5.29635 11.4852
0.0116999 4.97699 9.16443
0.0117999 6.4441 5.72212
0.0118999 8.07581 7.33117
0.0119999 9.24244 12.3851
0.0120999 9.86346 16.1324
0.0121999 9.95216 18.7328
0.0122999 9.509 20.5271
0.0123999 8.51377 21.7002
0.0124999 6.99297 22.3433
0.0125999 5.35777 22.4889
0.0126999 5.08062 22.1212
0.0127999 7.024 21.1678
0.0128999 9.65023 19.4656
0.0129999 11.9467 16.6778
0.0130999 13.7461 12.3143
0.0131999 15.0858 9.96442
0.0132999 16.0182 14.8806
0.0133999 16.5786 18.9887
0.0134999 16.783 21.7277
0.0135999 16.6292 23.5875
0.0136999 16.0977 24.8339
0.0137999 15.1537 25.6072
0.0138999 13.759 25.9854
0.0139999 11.9393 26.0121
0.0140999 10.0569 25.7101
0.0141999 9.27436 25.0883
0.0142999 10.3674 24.1456
0.0143999 12.2026 22.8747
0.0144999 13.7881 21.2691
0.0145999 14.8582 19.3368
0.0146999 15.3778 17.1338
0.0147999 15.3298 14.8187
0.0148999 14.6506 12.6678
0.0149999 13.1774 10.8752
0.0150998 10.5255 9.23047
0.0151998 5.74823 7.1971
0.0152998 0.852387 4.49979
0.0153998 7.6291 3.44528
0.0154998 12.5626 6.79263
0.0155998 15.6391 10.4983
0.0156998 17.6759 13.2167
0.0157998 19.0176 15.0775
0.0158998 19.8298 16.2503
0.0159998 20.2027 16.8306
0.0160998 20.1958 16.8523
0.0161998 19.8711 16.293
0.0162998 19.3347 15.0581
0.0163998 18.7965 12.9206
0.0164998 18.5857 9.33277
0.0165998 18.9675 2.99331
0.0166998 19.8681 2.08145
0.0167998 20.9651 8.76551
0.0168998 21.9771 12.5859
0.0169998 22.7527 14.8711
0.0170998 23.2235 16.2417
0.0171998 23.3529 16.9628
0.0172998 23.1072 17.1626
0.0173998 22.4354 16.906
0.0174998 21.2482 16.2244
0.0175998 19.3761 15.1312
0.0176998 16.4598 13.6349
0.0177998 11.5992 11.7568
0.0178998 4.07031 9.5606
0.0179998 9.84163 7.18307
0.0180998 15.0734 4.81235
0.0181998 17.9733 2.6231
0.0182998 19.6308 1.17367
0.0183998 20.4357 2.08609
0.0184998 20.518 5.13706
0.0185998 19.8598 8.33369
0.0186998 18.2768 10.9558
0.0187998 15.217 12.9483
0.0188998 8.66765 14.3655
0.0189998 4.18716 15.2524
0.0190998 14.6897 15.6247
0.0191998 19.6787 15.4614
0.0192998 22.8077 14.6891
0.0193998 24.9714 13.1399
0.0194998 26.5064 10.4214
0.0195998 27.5724 5.37783
0.0196998 28.2542 -6.6059
0.0197998 28.5979 3.74339
0.0198998 28.6257 9.62637
0.0199998 28.3424 12.6067
0.0200998 27.7365 14.1638
0.0201998 26.7781 14.6912
0.0202998 25.4116 14.2278
0.0203998 23.5411 12.5009
0.0204998 21.0024 8.44566
0.0205998 17.5397 -6.53825
0.0206998 13.1994 6.89446
0.0207998 11.6348 14.4432
0.0208998 14.6595 18.6443
0.0209998 17.3244 21.4892
0.0210998 18.9363 23.5373
0.0211998 19.73 25.0249
0.0212998 19.8639 26.071
0.0213998 19.4004 26.74
0.0214998 18.3248 27.0653
0.0215998 16.5355 27.0587
0.0216998 13.787 26.7139
0.0217998 9.55614 26.0047
0.0218998 3.91984 24.8783
0.0219998 5.79086 23.2405
0.0220998 10.2268 20.9291
0.0221998 12.826 17.7035
0.0222998 14.1975 13.7644
0.0223998 14.7118 13.0296
0.0224998 14.5388 16.3957
0.0225998 13.769 19.3259
0.0226998 12.5204 21.3052
0.0227998 11.1543 22.5751
0.0228998 10.5337 23.3142
0.0229998 11.3072 23.6303
0.0230998 12.84 23.59
0.0231998 14.3175 23.2387
0.0232998 15.4484 22.6141
0.0233998 16.2213 21.7587
0.0234998 16.7303 20.7345
0.0235998 17.131 19.6382
0.0236998 17.6179 18.6034
0.0237998 18.3529 17.7622
0.0238998 19.3666 17.166
0.0239998 20.5497 16.7386
0.0240998 21.7471 16.321
0.0241998 22.8376 15.7447
0.0242998 23.7502 14.8599
0.0243998 24.4493 13.5134
0.0244998 24.9181 11.4911
0.0245998 25.1468 8.39838
0.0246998 25.1261 3.51348
0.0247998 24.8429 0.304997
0.0248998 24.2765 5.85563
0.0249998 23.3952 10.1829
0.0250997 22.1502 13.028
0.0251997 20.4699 14.9966
0.0252997 18.2614 16.38
0.0253997 15.4853 17.324
0.0254997 12.6632 17.9062
0.0255997 11.915 18.1684
0.0256997 13.6968 18.1341
0.0257997 15.7249 17.8205
0.0258997 17.1718 17.2531
0.0259997 18.0045 16.492
0.0260997 18.2863 15.6738
0.0261997 18.0531 15.0445
0.0262997 17.2988 14.877
0.0263997 15.9706 15.2342
0.0264997 13.9664 15.8896
0.0265997 11.2002 16.5443
0.0266997 8.24757 16.992
0.0267997 7.97327 17.1198
0.0268997 10.4943 16.8629
0.0269997 12.8899 16.1775
0.0270997 14.5252 15.0496
0.0271997 15.4848 13.5944
0.0272997 15.883 12.3654
0.0273997 15.7973 12.4535
0.0274997 15.2833 13.9993
0.0275997 14.4026 15.9314
0.0276997 13.2682 17.593
0.0277997 12.1063 18.8292
0.0278997 11.2511 19.6455
0.0279997 10.9111 20.0795
0.0280997 10.9142 20.1741
0.0281997 10.8769 19.9822
0.0282997 10.4898 19.5841
0.0283997 9.60101 19.1115
0.0284997 8.3252 18.7512
0.0285997 7.51868 18.6785
0.0286997 8.56949 18.9311
0.0287997 10.9385 19.3722
0.0288997 13.2565 19.7984
0.0289997 15.0493 20.0412
0.0290997 16.263 19.9852
0.0291997 16.9126 19.5445
0.0292997 16.9906 18.6333
0.0293997 16.434 17.1422
0.0294997 15.0746 14.9386
0.0295997 12.4915 12.078
0.0296997 7.33931 10.136
0.0297997 -6.64533 11.7364
0.0298997 7.87266 14.498
0.0299997 13.9578 16.6059
0.0300997 17.4233 17.9267
0.0301997 19.6942 18.5506
0.0302997 21.2308 18.5249
0.0303997 22.2412 17.8324
0.0304997 22.8411 16.4053
0.0305997 23.1102 14.2716
0.0306997 23.1197 12.5053
0.0307997 22.9523 13.8556
0.0308997 22.7156 17.0753
0.0309997 22.5369 19.9383
0.0310997 22.5241 22.1265
0.0311997 22.7067 23.7444
0.0312997 23.0171 24.9027
0.0313997 23.3339 25.6788
0.0314997 23.5381 26.1242
0.0315997 23.5374 26.274
0.0316997 23.2624 26.1537
0.0317997 22.6523 25.7853
0.0318997 21.6377 25.1947
0.0319997 20.1186 24.4214
0.0320997 17.9247 23.5339
0.0321997 14.72 22.6434
0.0322997 9.73967 21.8992
0.0323997 2.73594 21.4343
0.0324997 6.57516 21.2805
0.0325997 11.1141 21.3471
0.0326997 13.4351 21.493
0.0327997 14.4837 21.6051
0.0328997 14.6737 21.6243
0.0329997 14.257 21.5407
0.0330997 13.5727 21.3812
0.0331997 13.2447 21.1972
0.0332997 13.8698 21.0479
0.0333997 15.2363 20.977
0.0334997 16.6882 20.9917
0.0335997 17.832 21.0572
0.0336997 18.5308 21.1127
0.0337997 18.7399 21.092
0.0338997 18.4253 20.9389
0.0339997 17.5281 20.613
0.0340997 15.9471 20.0922
0.0341997 13.5673 19.3797
0.0342997 10.6979 18.5212
0.0343997 9.85555 17.6351
0.0344997 12.358 16.9291
0.0345997 15.0823 16.625
0.0346997 17.039 16.7729
0.0347997 18.2978 17.1849
0.0348997 19.0202 17.5935
0.0349997 19.3668 17.7892
0.0350996 19.5301 17.6291
0.0351996 19.755 16.9889
0.0352996 20.2698 15.7029
0.0353996 21.1345 13.4641
0.0354996 22.2018 9.57514
0.0355996 23.2577 3.23834
0.0356996 24.1407 6.82182
0.0357996 24.7567 12.7231
0.0358996 25.0507 16.308
0.0359996 24.979 18.6362
0.0360996 24.487 20.1622
0.0361996 23.4853 21.0851
0.0362996 21.8055 21.4933
0.0363996 19.0789 21.412
0.0364996 14.2396 20.8164
0.0365996 0.295082 19.621
0.0366996 10.4432 17.6425
0.0367996 17.4432 14.5142
0.0368996 20.9963 9.87296
0.0369996 23.1758 8.67367
0.0370996 24.5486 13.4608
0.0371996 25.3461 17.049
0.0372996 25.6796 19.3312
0.0373996 25.6031 20.728
0.0374996 25.1387 21.4492
0.0375996 24.2868 21.5804
0.0376996 23.0356 21.1246
0.0377996 21.3814 19.9998
0.0378996 19.4019 17.9796
0.0379996 17.4729 14.4563
0.0380996 16.488 7.04268
0.0381996 16.9752 1.33571
0.0382996 18.1866 12.8644
0.0383996 19.3452 17.5039
0.0384996 20.1897 20.2052
0.0385996 20.6947 21.8968
0.0386996 20.8949 22.9102
0.0387996 20.8313 23.3917
0.0388996 20.5338 23.4058
0.0389996 20.0131 22.9684
0.0390996 19.251 22.0554
0.0391996 18.1885 20.5957
0.0392996 16.7062 18.451
0.0393996 14.5812 15.4013
0.0394996 11.3958 11.5052
0.0395996 6.71548 9.9951
0.0396996 5.87259 13.0438
0.0397996 11.063 16.0055
0.0398996 14.9368 18.0019
0.0399996 17.5336 19.2608
0.0400996 19.2916 19.9829
0.0401996 20.4323 20.3045
0.0402996 21.0636 20.3318
0.0403996 21.231 20.1643
0.0404996 20.9377 19.9058
0.0405996 20.1464 19.6583
0.0406996 18.7682 19.4951
0.0407996 16.6319 19.4324
0.0408996 13.459 19.4248
0.0409996 9.41859 19.3937
0.0410996 9.04703 19.2611
0.0411996 12.7806 18.97
0.0412996 15.7437 18.492
0.0413996 17.6229 17.8348
0.0414996 18.6852 17.0559
0.0415996 19.0869 16.2836
0.0416996 18.8881 15.7086
0.0417996 18.0746 15.4918
0.0418996 16.5508 15.6265
0.0419996 14.1044 15.9337
0.0420996 10.4238 16.1943
0.0421996 6.7922 16.239
0.0422996 9.14038 15.9497
0.0423996 12.9743 15.2256
0.0424996 15.5741 13.9512
0.0425996 17.1969 11.9834
0.0426996 18.1133 9.32575
0.0427996 18.4814 7.45209
0.0428996 18.4042 9.3498
0.0429996 17.977 12.6646
0.0430996 17.3343 15.39
0.0431996 16.6945 17.4158
0.0432996 16.3347 18.8854
0.0433996 16.413 19.9133
0.0434996 16.8077 20.5752
0.0435996 17.2356 20.921
0.0436996 17.4476 20.9854
0.0437996 17.2754 20.795
0.0438996 16.5873 20.3736
0.0439996 15.2353 19.747
0.0440996 13.039 18.947
0.0441996 10.1512 18.0123
0.0442996 9.32514 16.9858
0.0443996 12.5292 15.9043
0.0444996 15.9225 14.7905
0.0445996 18.4514 13.6675
0.0446996 20.2461 12.6309
0.0447996 21.4673 11.9761
0.0448996 22.2163 12.1591
0.0449995 22.5504 13.2855
0.0450995 22.4993 14.8939
0.0451995 22.0763 16.4944
0.0452995 21.2932 17.8397
0.0453995 20.1948 18.8396
0.0454995 18.95 19.4622
0.0455995 18.0068 19.688
0.0456995 17.9941 19.4908
0.0457995 18.9813 18.829
0.0458995 20.3763 17.6495
0.0459995 21.6886 15.9424
0.0460995 22.7266 14.0332
0.0461995 23.4458 13.2823
0.0462995 23.8483 14.7735
0.0463995 23.9444 17.0738
0.0464995 23.7412 19.0405
0.0465995 23.239 20.4498
0.0466995 22.4307 21.3177
0.0467995 21.304 21.6762
0.0468995 19.8487 21.529
0.0469995 18.082 20.8385
0.0470995 16.1241 19.5048
0.0471995 14.3591 17.3201
0.0472995 13.4556 13.8882
0.0473995 13.6765 9.22517
0.0474995 14.4874 9.81685
0.0475995 15.3449 14.376
0.0476995 16.0546 17.5186
0.0477995 16.6242 19.4691
0.0478995 17.1311 20.5855
0.0479995 17.6525 21.0449
0.0480995 18.2228 20.9211
0.0481995 18.821 20.2242
0.0482995 19.387 18.9194
0.0483995 19.8497 16.9688
0.0484995 20.1455 14.5684
0.0485995 20.2226 13.0127
0.0486995 20.0358 14.016
0.0487995 19.5389 16.1446
0.0488995 18.6732 17.8874
0.0489995 17.3511 18.9547
0.0490995 15.4254 19.3552
0.0491995 12.6178 19.0934
0.0492995 8.36322 18.0994
0.0493995 2.57324 16.1578
0.0494995 4.59729 12.6692
0.0495995 9.32639 5.2647
0.0496995 12.1713 -0.216394
0.0497995 13.8155 11.0456
0.0498995 14.6539 15.5908
0.0499995 14.8726 18.1958
0.0500995 14.572 19.7897
0.0501995 13.8407 20.7168
0.0502995 12.8521 21.147
0.0503995 12.0179 21.1847
0.0504995 11.9579 20.912
0.0505995 12.857 20.4119
0.0506995 14.2007 19.7791
0.0507995 15.4721 19.1156
0.0508995 16.4432 18.5033
0.0509995 17.0487 17.9743
0.0510995 17.2775 17.5162
0.0511995 17.1307 17.1335
0.0512995 16.613 16.9276
0.0513995 15.7497 17.1058
0.0514995 14.6494 17.8156
0.0515995 13.6518 18.9457
0.0516995 13.4085 20.2083
0.0517995 14.3077 21.3523
0.0518995 15.9003 22.2308
0.0519995 17.5814 22.7669
0.0520995 19.0722 22.9101
0.0521995 20.305 22.606
0.0522995 21.2861 21.7701
0.0523995 22.039 20.247
0.0524995 22.5868 17.7132
0.0525995 22.9464 13.3684
0.0526995 23.1276 5.82284
0.0527995 23.1322 10.2504
0.0528995 22.9534 16.098
0.0529995 22.5752 19.3704
0.0530995 21.9704 21.3358
0.0531995 21.0963 22.4697
0.0532995 19.8872 22.9829
0.0533995 18.2395 22.991
0.0534995 15.9842 22.5913
0.0535995 12.8645 21.9361
0.0536995 8.92663 21.3238
0.0537995 7.76067 21.1873
0.0538995 11.2237 21.7533
0.0539995 14.4169 22.766
0.0540995 16.6275 23.8088
0.0541995 18.0982 24.6178
0.0542995 19.0076 25.0762
0.0543995 19.453 25.1322
0.0544995 19.4781 24.7476
0.0545995 19.0881 23.8708
0.0546995 18.2494 22.4167
0.0547995 16.8755 20.2463
0.0548995 14.7817 17.1812
0.0549994 11.5491 13.4931
0.0550994 6.05215 12.2278
0.0551994 -0.675691 14.4934
0.0552994 6.9709 16.5085
0.0553994 11.8568 17.3714
0.0554994 14.7563 17.0311
0.0555994 16.6396 15.222
0.0556994 17.8871 10.9377
0.0557994 18.6813 5.05126
0.0558994 19.1222 13.4037
0.0559994 19.2698 19.0188
0.0560994 19.1611 22.512
0.0561994 18.8192 24.8727
0.0562994 18.2586 26.4859
0.0563994 17.492 27.5304
0.0564994 16.5425 28.0961
0.0565994 15.473 28.2255
0.0566994 14.4413 27.9302
0.0567994 13.7519 27.197
0.0568994 13.7417 25.9909
0.0569994 14.4464 24.2662
0.0570994 15.5473 22.0335
0.0571994 16.701 19.6621
0.0572994 17.7108 18.463
0.0573994 18.4922 19.283
0.0574994 19.0129 20.7666
0.0575994 19.2593 21.8774
0.0576994 19.2215 22.3941
0.0577994 18.8882 22.3426
0.0578994 18.2465 21.8472
0.0579994 17.2891 21.2238
0.0580994 16.0366 21.1006
0.0581994 14.6017 21.9932
0.0582994 13.3068 23.592
0.0583994 12.6837 25.2646
0.0584994 12.968 26.6723
0.0585994 13.7479 27.7159
0.0586994 14.5036 28.3856
0.0587994 14.9646 28.694
0.0588994 15.0435 28.6553
0.0589994 14.7517 28.2804
0.0590994 14.2074 27.5795
0.0591994 13.7248 26.5714
0.0592994 13.8161 25.3029
0.0593994 14.7534 23.8837
0.0594994 16.2034 22.5192
0.0595994 17.677 21.4586
0.0596994 18.8994 20.7898
0.0597994 19.7653 20.3091
0.0598994 20.2344 19.6718
0.0599994 20.2747 18.5605
0.0600994 19.8328 16.6999
0.0601994 18.8038 13.9362
0.0602994 16.9734 11.5461
0.0603994 13.8634 13.2987
0.0604994 8.44788 16.6754
0.0605994 6.694 19.2242
0.0606994 13.4329 20.8554
0.0607994 17.8035 21.717
0.0608994 20.6664 21.8838
0.0609994 22.6536 21.3419
0.0610994 24.0465 19.9638
0.0611994 24.9862 17.4081
0.0612994 25.549 12.8029
0.0613994 25.7757 6.97317
0.0614994 25.6847 13.1454
0.0615994 25.2777 18.1398
0.0616994 24.5421 21.104
0.0617994 23.4532 22.9284
0.0618994 21.9835 23.9775
0.0619994 20.1456 24.411
0.0620994 18.1562 24.2928
0.0621994 16.7988 23.6256
0.0622994 17.057 22.3559
0.0623994 18.4813 20.3568
0.0624994 20.0168 17.4033
0.0625994 21.2171 13.3928
0.0626994 21.995 11.0127
0.0627994 22.3511 13.7468
0.0628994 22.2882 16.6542
0.0629994 21.7872 18.4494
0.0630994 20.7942 19.3608
0.0631994 19.2065 19.6044
0.0632994 16.8669 19.3425
0.0633994 13.7626 18.7531
0.0634994 11.6585 18.0915
0.0635994 13.7299 17.6604
0.0636994 16.8888 17.597
0.0637994 19.2728 17.7117
0.0638994 20.8678 17.6451
0.0639994 21.8144 17.0521
0.0640994 22.1913 15.576
0.0641994 22.0109 12.6689
0.0642994 21.2135 8.04762
0.0643994 19.6251 10.0267
0.0644994 16.8015 15.7677
0.0645994 11.2737 19.6253
0.0646994 -6.04261 22.2064
0.0647994 12.1731 23.9336
0.0648994 18.0657 25.0054
0.0649993 21.3897 25.5096
0.0650993 23.5374 25.466
0.0651993 24.9502 24.8325
0.0652993 25.8184 23.4794
0.0653993 26.2336 21.0916
0.0654993 26.2372 16.7693
0.0655993 25.8384 5.54355
0.0656993 25.0204 10.6599
0.0657993 23.7411 18.6259
0.0658993 21.9361 22.4024
0.0659993 19.5611 24.623
0.0660993 16.851 25.9295
0.0661993 15.1416 26.5633
0.0662993 15.8833 26.62
0.0663993 17.5906 26.1158
0.0664993 18.8951 24.9978
0.0665993 19.5179 23.1158
0.0666993 19.4404 20.1157
0.0667993 18.6314 15.0677
0.0668993 16.9899 7.16372
0.0669993 14.3933 13.1458
0.0670993 11.5253 18.1405
0.0671993 12.0954 20.7405
0.0672993 15.4196 22.0536
0.0673993 18.2069 22.4686
0.0674993 20.0925 22.1205
0.0675993 21.2371 21.0252
0.0676993 21.7626 19.1612
0.0677993 21.7282 16.7833
0.0678993 21.1486 15.5715
0.0679993 20.0201 17.2499
0.0680993 18.4046 19.7405
0.0681993 16.7446 21.6574
0.0682993 16.3099 22.8533
0.0683993 17.7279 23.386
0.0684993 19.7494 23.2878
0.0685993 21.474 22.5259
0.0686993 22.7017 20.9665
0.0687993 23.4365 18.2596
0.0688993 23.7058 13.3536
0.0689993 23.5185 0.748006
0.0690993 22.8531 9.95706
0.0691993 21.6448 16.3403
0.0692993 19.7564 19.4814
0.0693993 16.9143 21.2027
0.0694993 12.6578 22.0184
0.0695993 8.49879 22.1178
0.0696993 11.7578 21.5537
0.0697993 15.7936 20.2885
0.0698993 18.3957 18.1924
0.0699993 20.0354 15.0735
0.0700993 21.0213 11.4538
0.0701993 21.5208 11.5147
0.0702993 21.6306 14.7289
0.0703993 21.4098 17.2954
0.0704993 20.895 18.94
0.0705993 20.1066 19.9414
0.0706993 19.0523 20.5681
0.0707993 17.731 21.0822
0.0708993 16.1506 21.7144
0.0709993 14.3887 22.5696
0.0710993 12.7523 23.5792
0.0711993 11.9108 24.5837
0.0712993 12.2979 25.4384
0.0713993 13.3847 26.0491
0.0714993 14.4409 26.3605
0.0715993 15.094 26.3348
0.0716993 15.1715 25.9351
0.0717993 14.5081 25.1112
0.0718993 12.7817 23.7829
0.0719993 9.08917 21.8119
0.0720993 -1.56098 18.9448
0.0721993 4.45891 14.7518
0.0722993 12.9531 9.9325
0.0723993 17.3498 11.6245
0.0724993 20.2237 15.3572
0.0725993 22.2214 17.5784
0.0726993 23.5997 18.6198
0.0727993 24.4794 18.74
0.0728993 24.9169 18.0019
0.0729993 24.93 16.2882
0.0730993 24.5046 13.1671
0.0731993 23.5931 7.09335
0.0732993 22.1048 -7.18787
0.0733993 19.9056 7.84618
0.0734993 16.9808 12.7606
0.0735993 14.7042 15.0946
0.0736993 16.1742 16.0612
0.0737993 19.1794 15.9772
0.0738993 21.5857 14.8296
0.0739993 23.2547 12.2573
0.0740993 24.3268 6.84364
0.0741993 24.914 -17.0118
0.0742993 25.0886 7.17482
0.0743993 24.898 12.8592
0.0744993 24.3791 15.7435
0.0745993 23.5728 17.2541
0.0746993 22.5446 17.7903
0.0747993 21.4118 17.4552
0.0748993 20.3572 16.1927
0.0749993 19.5745 13.8708
0.0750992 19.1306 11.1267
0.0751992 18.8979 12.0324
0.0752992 18.6612 15.8489
0.0753992 18.248 19.0142
0.0754992 17.5737 21.2317
0.0755992 16.6533 22.7012
0.0756992 15.6384 23.5651
0.0757992 14.8462 23.8992
0.0758992 14.5982 23.7316
0.0759992 14.8646 23.0547
0.0760992 15.276 21.8317
0.0761992 15.4691 20.0239
0.0762992 15.2144 17.7388
0.0763992 14.3487 15.8134
0.0764992 12.6866 15.9247
0.0765992 9.95816 17.6047
0.0766992 6.17412 19.2136
0.0767992 5.12689 20.1991
0.0768992 8.70629 20.485
0.0769992 11.7218 20.0444
0.0770992 13.511 18.7975
0.0771992 14.2919 16.6276
0.0772992 14.1541 13.9191
0.0773992 13.0102 13.7624
0.0774992 10.5095 17.0042
0.0775992 5.91898 20.1172
0.0776992 3.80449 22.3621
0.0777992 9.88831 23.8684
0.0778992 14.1928 24.7742
0.0779992 16.9111 25.1597
0.0780992 18.6281 25.06
0.0781992 19.6082 24.4748
0.0782992 19.9653 23.3748
0.0783992 19.7298 21.7171
0.0784992 18.8631 19.5336
0.0785992 17.2399 17.3334
0.0786992 14.5837 16.6842
0.0787992 10.3728 18.0543
0.0788992 5.83386 19.7962
0.0789992 9.19985 21.037
0.0790992 13.3192 21.6204
0.0791992 15.8024 21.5208
0.0792992 17.2067 20.6645
0.0793992 17.9059 18.8332
0.0794992 18.1993 15.4336
0.0795992 18.4502 8.69598
0.0796992 19.0654 8.34211
0.0797992 20.2171 16.0274
0.0798992 21.6892 20.2424
0.0799992 23.1502 22.8865
0.0800992 24.386 24.6335
0.0801992 25.3001 25.7632
0.0802992 25.8526 26.4128
0.0803992 26.0194 26.6545
0.0804992 25.7695 26.525
0.0805992 25.0478 26.0373
0.0806992 23.7508 25.1857
0.0807992 21.6699 23.9461
0.0808992 18.3166 22.2742
0.0809992 12.0607 20.1042
0.0810992 -10.3139 17.3639
0.0811992 12.7606 14.0943
0.0812992 17.9419 10.982
0.0813992 20.5706 9.74469
0.0814992 21.9568 10.1998
0.0815992 22.4932 10.5595
0.0816992 22.3136 10.2221
0.0817992 21.4265 9.60722
0.0818992 19.7471 10.2267
0.0819992 17.1438 12.7481
0.0820992 14.0334 15.719
0.0821992 13.6995 18.2701
0.0822992 16.6955 20.274
0.0823992 19.4315 21.7807
0.0824992 21.2603 22.8524
0.0825992 22.3225 23.5346
0.0826992 22.7523 23.8559
0.0827992 22.6315 23.8328
0.0828992 22.0197 23.4777
0.0829992 21.0107 22.8153
0.0830992 19.8498 21.9231
0.0831992 19.0641 21.0106
0.0832992 19.1765 20.4834
0.0833992 20.0048 20.7253
0.0834992 20.9222 21.6451
0.0835992 21.5042 22.7957
0.0836992 21.555 23.8238
0.0837992 20.9475 24.5644
0.0838992 19.5206 24.9524
0.0839992 17.0623 24.9537
0.0840992 14.062 24.5309
0.0841992 14.8426 23.6224
0.0842992 18.8755 22.1202
0.0843992 22.2233 19.8402
0.0844992 24.6127 16.5604
